Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sourcearticleID
MAPE-R: a rescaled measure of accuracy for cross-sectional subnational population forecasts,"Swanson, David A.; Tayman, Jeff; Bryan, T. M.",,,,JOURNAL OF POPULATION RESEARCH,SEP 2011,2011,28,2-3,,,SI,225,243,,10.1007/s12546-011-9054-5,,,52,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,7,8,9,5,8,5,1,309043
An evaluation of population projections by age,"Smith, SK; Tayman, J",,,,DEMOGRAPHY,NOV 2003,2003,40,4,,,,741,757,,10.2307/1515206,,,32,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,2,0,4,1,1,2,5,3,2,4,0,309043
The fertility contribution of Mexican immigration to the United States,"Jonsson, SH; Rendall, MS",,,,DEMOGRAPHY,FEB 2004,2004,41,1,,,,129,150,,10.1353/dem.2004.0006,Annual Meeting of the Population-Association-of-America,"MAY 09-11, 2002",23,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,3,3,1,0,1,1,1,1,2,2,2,0,309043
"New Estimates of Census Coverage in the United States, 1850-1930","Hacker, J. David",,,,SOCIAL SCIENCE HISTORY,SPR 2013,2013,37,1,,,,71,101,,10.1215/01455532-1958172,,,17,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,4,0,4,0,309043
What gets measured gets done: Assessing data availability for adolescent populations,"Knopf, David K.; Park, M. Jane; Brindis, Claire D.; Mulye, Tina Paul; Irwin, Charles E., Jr.",,,,MATERNAL AND CHILD HEALTH JOURNAL,JUL 2007,2007,11,4,,,,335,345,,10.1007/s10995-007-0179-2,,,16,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,2,3,1,1,0,1,1,0,309043
Population estimation error and its impact on 1991-1999 cancer rates,"Boscoe, FP; Miller, BA",,,,PROFESSIONAL GEOGRAPHER,NOV 2004,2004,56,4,,,,516,529,,,,,12,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,4,1,1,0,0,0,0,0,309043
Black-White Disparities in Adult Mortality: Implications of Differential Record Linkage for Understanding the Mortality Crossover,"Lariscy, Joseph T.",,,,POPULATION RESEARCH AND POLICY REVIEW,FEB 2017,2017,36,1,,,,137,156,,10.1007/s11113-016-9415-z,,,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,309043
An Approach to Assessing Data Quality in an Area Probability Survey Using CBPR,"Rucinski, Dianne; Gomez, Guillermo; Flores, Jovita; Perez, Idida; Zanoni, Joseph",,,,HEALTH PROMOTION PRACTICE,SEP 2011,2011,12,5,,,,704,712,,10.1177/1524839910380154,,,4,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,309043
Criteria for selecting a suitable method for producing post-2000 county population estimates: A case study of population estimates in Illinois,"Shahidullah, M; Flotow, M",,,,POPULATION RESEARCH AND POLICY REVIEW,JUN 2005,2005,24,3,,,,215,229,,10.1007/s11113-004-5313-x,,,4,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,309043
Adapting the Uppsala model to a modern world: Macro-context and microfoundations,"Coviello, Nicole; Kano, Liena; Liesch, Peter W.",,,,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,DEC 2017,2017,48,9,,,,1151.0,1164,,10.1057/s41267-017-0120-x,,,71,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,36,3,841170
"Internationalization in the information age: A new era for places, firms, and international business networks?","Alcacer, Juan; Cantwell, John; Piscitello, Lucia",,,,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,JUN-JUL 2016,2016,47,5,,,SI,499.0,512,,10.1057/jibs.2016.22,,,61,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,25,2,841170
Bringing it all back home? Backshoring of manufacturing activities and the adoption of Industry 4.0 technologies,"Dachs, Bernhard; Kinkel, Steffen; Jaeger, Angela",,,,JOURNAL OF WORLD BUSINESS,DEC 2019,2019,54,6,,,,,,101017.0,10.1016/j.jwb.2019.101017,,,19,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,841170
"The international penetration of ibusiness firms: Network effects, liabilities of outsidership and country clout","Chen, Liang; Shaheer, Noman; Yi, Jingtao; Li, Sali",,,,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,MAR 2019,2019,50,2,,,,172.0,192,,10.1057/s41267-018-0176-2,,,14,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,841170
"The Internalization Theory of the Multinational Enterprise: Past, Present and Future","Buckley, Peter J.; Casson, Mark",,,,BRITISH JOURNAL OF MANAGEMENT,APR 2020,2020,31,2,,,,239.0,252,,10.1111/1467-8551.12344,,,6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,841170
Information technology capabilities and organizational agility The mediating effects of open innovation capabilities,"Cepeda, Juan; Arias-Perez, Jose",,,,MULTINATIONAL BUSINESS REVIEW,JUL 15 2019,2019,27,2,,,SI,198.0,216,,10.1108/MBR-11-2017-0088,,,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,841170
Learning from Workaround Practices: the Challenge of Enterprise System Implementations in Multinational Corporations,"Malaurent, Julien; Karanasios, Stan",,,,INFORMATION SYSTEMS JOURNAL,JUL 2020,2020,30,4,,,,639.0,663,,10.1111/isj.12272,,,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,841170
Digitalization of companies in international entrepreneurship and marketing,"Vadana, Ioan-Iustin; Torkkeli, Lasse; Kuivalainen, Olli; Saarenketo, Sami",,,,INTERNATIONAL MARKETING REVIEW,MAY 11 2020,2020,37,3,,,SI,471.0,492,,10.1108/IMR-04-2018-0129,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,841170
Information Sharing with ICT in Production Systems and Operational Performance,"Perez-Lopez, Ruben Jesus; Olguin Tiznado, Jesus Everardo; Mojarro Magana, Maria; Camargo Wilson, Claudia; Lopez Barreras, Juan Andres; Luis Garcia-Alcaraz, Jorge",,,,SUSTAINABILITY,JUL 1 2019,2019,11,13,,,,,,3640.0,10.3390/su11133640,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,841170
The Industry 4.0 Induced Agility and New Skills in Clusters,"Gotz, Marta",,,,FORESIGHT AND STI GOVERNANCE,2019,2019,13,2,,,,72.0,+,,10.17323/2500-2597.2019.2.72.83,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,841170
Earnings Inequality and Mobility Trends in the United States: Nationally Representative Estimates from Longitudinally Linked Employer-Employee Data,"Abowd, John M.; McKinney, Kevin L.; Zhao, Nellie L.",,,,JOURNAL OF LABOR ECONOMICS,JAN 2018,2018,36,,,1.0,,S183,S300,,10.1086/694104,,,9,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,984210
How Prevalent Is Downward Rigidity in Nominal Wages? International Evidence from Payroll Records and Pay Slips,"Elsby, Michael W. L.; Solon, Gary",,,,JOURNAL OF ECONOMIC PERSPECTIVES,SUM 2019,2019,33,3.0,,,,185,201,,10.1257/jep.33.3.185,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,984210
A multiple parallel mediation between transformational leadership and project-based performance - A process model,"Ul Haq, Inzamam; Paracha, Adil Tahir; Shakeel, Wajid",,,,INTERNATIONAL JOURNAL OF FINANCIAL ENGINEERING,SEP 2020,2020,7,3.0,,,,,,2050026.0,10.1142/S2424786320500267,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984210
DEVELOPMENT OF THE STEREOMETRIC METHOD TO THE ANALYSIS OF ECONOMIC CATEGORIES AND PROCESSES AND ITS APPLICATION IN SECURITY AND TAXATION,"Nusinov, Vladimir; Mishchuk, Ievgeniia; Izmaylov, Yaroslav",,,,BALTIC JOURNAL OF ECONOMIC STUDIES,2019,2019,5,4.0,,,,160,170,,10.30525/2256-0742/2019-5-4-160-170,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984210
Evaluating technology programs: tools and methods,"Georghiou, L; Roessner, D",,,,RESEARCH POLICY,APR 2000,2000,29,4-5,,,,657,678,,10.1016/S0048-7333(99)00094-3,,,103,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,6,2,2,3,8,4,9,9,4,10,9,6,5,6,0,5,1,2,230359
Determinants of licensing activities of local public technology centers in Japan,"Fukugawa, Nobuya",,,,TECHNOVATION,DEC 2009,2009,29,12,,,,885,892,,10.1016/j.technovation.2009.05.017,,,20,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,2,3,2,1,1,1,1,0,230359
US manufacturing extension partnerships: technology policy reinvented?,"Shapira, P",,,,RESEARCH POLICY,JUN 2001,2001,30,6,,,SI,977,992,,10.1016/S0048-7333(00)00168-2,Conference on Civilian Technology Policy in the European Union and the United States,"APR, 1999",19,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,2,0,1,1,0,0,1,2,1,2,0,0,230359
Public support to private innovation in multi-level governance systems: an empirical investigation,"Fernandez-Ribas, Andrea",,,,SCIENCE AND PUBLIC POLICY,JUL 2009,2009,36,6,,,,457,467,,10.3152/030234209X460953,,,16,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,2,1,4,0,230359
"Knowledge spillover from university research before the national innovation system reform in Japan: localisation, mechanisms, and intermediaries","Fukugawa, Nobuya",,,,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,APR 2016,2016,24,1,,,,100,122,,10.1080/19761597.2016.1141058,,,13,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,2,0,230359
BIG DATA AND THE TRANSFORMATION OF PUBLIC POLICY ANALYSIS,"Jarmin, Ron S.; O'Hara, Amy B.",,,,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,SUM 2016,2016,35,3,,,,715,721,,10.1002/pam.21925,,,12,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,1,0,230359
The Future of State and Local Economic Development Policy: What Research Is Needed,"Bartik, Timothy J.",,,,GROWTH AND CHANGE,DEC 2012,2012,43,4,,,,545,562,,10.1111/j.1468-2257.2012.00597.x,,,12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,1,1,0,230359
Knowledge creation and dissemination by Kosetsushi in sectoral innovation systems: insights from patent data,"Fukugawa, Nobuya",,,,SCIENTOMETRICS,DEC 2016,2016,109,3,,,,2303,2327,,10.1007/s11192-016-2124-x,20th International Conference on Science and Technology Indicators (STI),"SEP 02-09, 2015",9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,230359
Small North American producers give ground in the 1990s,"Baldwin, JR; Jarmin, RS; Tang, JM",,,,SMALL BUSINESS ECONOMICS,NOV 2004,2004,23,4,,,,349,361,,10.1023/B:SBEJ.0000032037.34584.a7,,,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,1,0,0,1,0,0,0,0,230359
The Revitalization of Older Industrial Cities: A Review Essay of Retooling for Growth,"Bartik, Timothy J.",,,,GROWTH AND CHANGE,MAR 2009,2009,40,1,,,,1,29,,10.1111/j.1468-2257.2008.00459.x,,,8,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,230359
AGGLOMERATIVE FORCES AND CLUSTER SHAPES,"Kerr, William R.; Kominers, Scott Duke",,,,REVIEW OF ECONOMICS AND STATISTICS,OCT 2015,2015,97,4.0,,,,877,899,,10.1162/REST_a_00471,,,41,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,10,11,0,690324
Job Referral Networks and the Determination of Earnings in Local Labor Markets,"Schmutte, Ian M.",,,,JOURNAL OF LABOR ECONOMICS,JAN 2015,2015,33,1.0,,,,1,32,,10.1086/677389,,,39,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,9,8,8,0,690324
